tweet_id,timestamp,source,expanded_urls,rating_numerator,rating_denominator,name,Month,year,year_month,stage,dog_categroy,retweet_count,favorite_count
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,7,2017,2017-07,None,pug,5597,32755
885311592912609280,2017-07-13 01:35:06,Twitter for iPhone,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,7,2017,2017-07,None,Labrador_retriever,16192,0
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,7,2017,2017-07,None,malamute,3837,19944
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,7,2017,2017-07,None,Italian_greyhound,15825,70041
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,7,2017,2017-07,None,chow,4900,25344
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,7,2017,2017-07,None,pug,4118,22139
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,7,2017,2017-07,None,Pembroke,4993,24725
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,7,2017,2017-07,doggo,German_shepherd,2623,18595
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,7,2017,2017-07,None,Doberman,2994,19912
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,7,2017,2017-07,None,golden_retriever,8658,41732
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,7,2017,2017-07,floofer,chow,3224,20665
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,None,7,2017,2017-07,None,golden_retriever,5815,33774
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,7,2017,2017-07,None,Eskimo_dog,3397,21763
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,7,2017,2017-07,pupper,Labrador_retriever,4283,25727
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,7,2017,2017-07,None,Pembroke,5310,25551
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,7,2017,2017-07,None,golden_retriever,10152,40790
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,7,2017,2017-07,None,golden_retriever,4261,26698
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,7,2017,2017-07,None,Weimaraner,2983,22199
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,7,2017,2017-07,None,Saluki,9358,46182
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,a,7,2017,2017-07,pupper,Samoyed,14046,45082
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,7,2017,2017-07,None,None,4659,21238
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,6,2017,2017-06,None,None,2448,15597
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,6,2017,2017-06,None,Pembroke,3354,19419
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,6,2017,2017-06,None,golden_retriever,5456,25929
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,6,2017,2017-06,None,Chihuahua,3643,24553
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,6,2017,2017-06,None,miniature_pinscher,3815,25180
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,6,2017,2017-06,None,basset,3052,20398
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,6,2017,2017-06,None,German_short-haired_pointer,2780,21429
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,6,2017,2017-06,None,English_springer,39193,96334
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,6,2017,2017-06,None,Labrador_retriever,2745,15392
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,6,2017,2017-06,None,None,4135,20579
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,6,2017,2017-06,None,vizsla,2353,17361
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,6,2017,2017-06,puppo,Italian_greyhound,3611,17709
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,6,2017,2017-06,None,basset,1122,7042
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,6,2017,2017-06,None,French_bulldog,5994,38449
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,6,2017,2017-06,None,Chesapeake_Bay_retriever,16646,72184
877611172832227328,2017-06-21 19:36:23,Twitter for iPhone,"https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1,https://twitter.com/rachel2195/status/876850772322988033/photo/1",14,10,None,6,2017,2017-06,pupper,Irish_setter,71,0
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,6,2017,2017-06,None,basset,3339,20721
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,6,2017,2017-06,None,Saluki,4584,25070
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,6,2017,2017-06,None,Pembroke,4892,24754
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,6,2017,2017-06,pupper,bloodhound,2934,18919
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,6,2017,2017-06,None,golden_retriever,2087,17186
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,6,2017,2017-06,None,Bernese_mountain_dog,4097,25614
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,6,2017,2017-06,None,Labrador_retriever,3758,22973
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,6,2017,2017-06,None,Siberian_husky,4323,20059
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,None,6,2017,2017-06,None,West_Highland_white_terrier,4164,23368
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,6,2017,2017-06,None,Labrador_retriever,4096,25482
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,6,2017,2017-06,pupper,cocker_spaniel,3649,23868
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,None,6,2017,2017-06,None,flat-coated_retriever,3517,20839
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,6,2017,2017-06,puppo,Cardigan,9024,31298
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,None,6,2017,2017-06,None,Newfoundland,3485,22204
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,6,2017,2017-06,pupper,vizsla,1401,6564
872967104147763200,2017-06-09 00:02:31,Twitter for iPhone,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,None,6,2017,2017-06,doggo,Labrador_retriever,4783,24977
872820683541237760,2017-06-08 14:20:41,Twitter for iPhone,"https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13,10,None,6,2017,2017-06,None,pug,3300,13537
872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,Monkey,6,2017,2017-06,None,cocker_spaniel,3223,19040
872486979161796608,2017-06-07 16:14:40,Twitter for iPhone,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,None,6,2017,2017-06,None,Pembroke,8067,37410
872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",12,10,Kody,6,2017,2017-06,None,pug,7189,31430
871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,"https://twitter.com/dog_rates/status/871879754684805121/photo/1,https://twitter.com/dog_rates/status/871879754684805121/photo/1",13,10,Lassie,6,2017,2017-06,None,Shetland_sheepdog,9698,34432
871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12,10,Rover,6,2017,2017-06,pupper,Labrador_retriever,3089,18562
871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12,10,Napolean,6,2017,2017-06,doggo,komondor,3083,18541
871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,https://twitter.com/dog_rates/status/871032628920680449/photo/1,13,10,Boomer,6,2017,2017-06,None,kelpie,3386,20922
870804317367881728,2017-06-03 00:48:22,Twitter for iPhone,https://twitter.com/dog_rates/status/870804317367881728/photo/1,11,10,None,6,2017,2017-06,None,None,5500,30933
870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,Cody,6,2017,2017-06,None,Pembroke,2318,11310
870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,Zoey,6,2017,2017-06,None,golden_retriever,23755,76621
870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13,10,Rumble,6,2017,2017-06,None,Greater_Swiss_Mountain_dog,3694,20179
870063196459192321,2017-05-31 23:43:25,Twitter for iPhone,"https://twitter.com/dog_rates/status/870063196459192321/photo/1,https://twitter.com/dog_rates/status/870063196459192321/photo/1",14,10,Clifford,5,2017,2017-05,None,None,7411,33612
869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,Dewey,5,2017,2017-05,None,Pembroke,9072,39283
869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,Stanley,5,2017,2017-05,None,Pembroke,5616,25964
869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12,10,Scout,5,2017,2017-05,doggo,Chihuahua,2776,14721
869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13,10,Gizmo,5,2017,2017-05,None,Pembroke,3360,18831
868622495443632128,2017-05-28 00:18:35,Twitter for iPhone,https://twitter.com/dog_rates/status/868622495443632128/photo/1,13,10,None,5,2017,2017-05,None,Labrador_retriever,4724,24520
868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12,10,Cooper,5,2017,2017-05,None,whippet,1839,9292
867900495410671616,2017-05-26 00:29:37,Twitter for iPhone,https://twitter.com/dog_rates/status/867900495410671616/photo/1,12,10,None,5,2017,2017-05,None,Labrador_retriever,3754,22364
867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13,10,Harold,5,2017,2017-05,None,Border_collie,6572,31397
867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12,10,Shikha,5,2017,2017-05,puppo,Eskimo_dog,2233,14841
867072653475098625,2017-05-23 17:40:04,Twitter for iPhone,"https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1,https://twitter.com/rachaeleasler/status/865013420445368320/photo/1",13,10,None,5,2017,2017-05,None,Blenheim_spaniel,106,0
867051520902168576,2017-05-23 16:16:06,Twitter for iPhone,https://twitter.com/dog_rates/status/867051520902168576/photo/1,13,10,None,5,2017,2017-05,None,Samoyed,7084,29773
866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",12,10,Lili,5,2017,2017-05,None,flat-coated_retriever,3108,17809
866450705531457537,2017-05-22 00:28:40,Twitter for iPhone,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13,10,Jamesy,5,2017,2017-05,pupper,French_bulldog,31723,112973
866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",12,10,Coco,5,2017,2017-05,None,Samoyed,12821,48399
865718153858494464,2017-05-19 23:57:46,Twitter for iPhone,https://twitter.com/dog_rates/status/865718153858494464/photo/1,13,10,Boomer,5,2017,2017-05,None,golden_retriever,5070,23818
865359393868664832,2017-05-19 00:12:11,Twitter for iPhone,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",13,10,Sammy,5,2017,2017-05,None,Chesapeake_Bay_retriever,4511,24507
865006731092295680,2017-05-18 00:50:50,Twitter for iPhone,https://twitter.com/dog_rates/status/865006731092295680/photo/1,13,10,Nelly,5,2017,2017-05,None,Pembroke,6985,25971
864873206498414592,2017-05-17 16:00:15,Twitter for iPhone,"https://twitter.com/dog_rates/status/864873206498414592/photo/1,https://twitter.com/dog_rates/status/864873206498414592/photo/1",14,10,None,5,2017,2017-05,None,None,7841,29883
864279568663928832,2017-05-16 00:41:21,Twitter for iPhone,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",12,10,Meatball,5,2017,2017-05,None,bull_mastiff,2713,13546
864197398364647424,2017-05-15 19:14:50,Twitter for iPhone,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",13,10,Paisley,5,2017,2017-05,None,golden_retriever,7964,27762
863907417377173506,2017-05-15 00:02:33,Twitter for iPhone,"https://twitter.com/dog_rates/status/863907417377173506/photo/1,https://twitter.com/dog_rates/status/863907417377173506/photo/1",13,10,Albus,5,2017,2017-05,None,None,3752,19150
863553081350529029,2017-05-14 00:34:33,Twitter for iPhone,https://twitter.com/dog_rates/status/863553081350529029/video/1,13,10,Neptune,5,2017,2017-05,None,Eskimo_dog,3794,14152
863432100342583297,2017-05-13 16:33:49,Twitter for iPhone,https://twitter.com/dog_rates/status/863432100342583297/photo/1,12,10,Belle,5,2017,2017-05,None,Staffordshire_bullterrier,4747,22080
863079547188785154,2017-05-12 17:12:53,Twitter for iPhone,https://twitter.com/dog_rates/status/863079547188785154/photo/1,14,10,None,5,2017,2017-05,None,Lakeland_terrier,1008,8161
863062471531167744,2017-05-12 16:05:02,Twitter for iPhone,"https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",13,10,Quinn,5,2017,2017-05,None,French_bulldog,2185,7824
862831371563274240,2017-05-12 00:46:44,Twitter for iPhone,"https://twitter.com/dog_rates/status/862831371563274240/photo/1,https://twitter.com/dog_rates/status/862831371563274240/photo/1",13,10,Zooey,5,2017,2017-05,None,Australian_terrier,4658,17828
862722525377298433,2017-05-11 17:34:13,Twitter for iPhone,https://twitter.com/dog_rates/status/862722525377298433/photo/1,11,10,Dave,5,2017,2017-05,None,basset,3222,15914
862457590147678208,2017-05-11 00:01:27,Twitter for iPhone,"https://twitter.com/dog_rates/status/862457590147678208/photo/1,https://twitter.com/dog_rates/status/862457590147678208/photo/1,https://twitter.com/dog_rates/status/862457590147678208/photo/1",13,10,Jersey,5,2017,2017-05,None,None,4463,18977
